qid,P13,Len,#
,'10213',GFIT3C,initial csv import 2021-12-17
,'10214',InteGrade,initial csv import 2021-12-17
,'10215',CScout,initial csv import 2021-12-17
,'10216',ALua,initial csv import 2021-12-17
,'10217',DMRG++,initial csv import 2021-12-17
,'10218',$Apart,initial csv import 2021-12-17
,'10219',CHIWEI,initial csv import 2021-12-17
,'10220',ADMP,initial csv import 2021-12-17
,'10221',dmft,initial csv import 2021-12-17
,'10222',TXINT,initial csv import 2021-12-17
,'10223',HOTB,initial csv import 2021-12-17
,'10224',LINDEN,initial csv import 2021-12-17
,'10225',HATHOR,initial csv import 2021-12-17
,'10226',CIF2Cell,initial csv import 2021-12-17
,'10227',PEACH,initial csv import 2021-12-17
,'10228',msprop,initial csv import 2021-12-17
,'10229',PTRACK,initial csv import 2021-12-17
,'10230',WEYL GROUP,initial csv import 2021-12-17
,'10231',FREUD,initial csv import 2021-12-17
,'10232',RCIP,initial csv import 2021-12-17
,'10233',edgecount,initial csv import 2021-12-17
,'10234',SGROUP,initial csv import 2021-12-17
,'10235',CONTWVSA,initial csv import 2021-12-17
,'10236',LEMan,initial csv import 2021-12-17
,'10237',EZERO,initial csv import 2021-12-17
,'10238',MATLAB/Octave,initial csv import 2021-12-17
,'10239',CPsuperH2.3,initial csv import 2021-12-17
,'10240',DeepLLL,initial csv import 2021-12-17
,'10241',PotLLL,initial csv import 2021-12-17
,'10242',BKZ,initial csv import 2021-12-17
,'10243',ALLopt,initial csv import 2021-12-17
,'10244',AggDef2,initial csv import 2021-12-17
,'10246',SmoothSTF,initial csv import 2021-12-17
,'10247',COCQPSO,initial csv import 2021-12-17
,'10248',GSSIM,initial csv import 2021-12-17
,'10249',xCore,initial csv import 2021-12-17
,'10250',Karnak.sGbem,initial csv import 2021-12-17
,'10251',DCopt,initial csv import 2021-12-17
,'10252',MPMopt,initial csv import 2021-12-17
,'10253',PIROCK,initial csv import 2021-12-17
,'10254',MadLoop,initial csv import 2021-12-17
,'10255',Modellus,initial csv import 2021-12-17
,'10256',MadFKS,initial csv import 2021-12-17
,'10257',FastJet,initial csv import 2021-12-17
,'10258',DSP Builder,initial csv import 2021-12-17
,'10259',DEFORM-3D,initial csv import 2021-12-17
,'10260',FCOCQPSO,initial csv import 2021-12-17
,'10261',HDLASQ,initial csv import 2021-12-17
,'10262',Z/EVES,initial csv import 2021-12-17
,'10263',GraphWiz,initial csv import 2021-12-17
,'10264',ppALIGN,initial csv import 2021-12-17
,'10265',PCRE,initial csv import 2021-12-17
,'10266',RE2,initial csv import 2021-12-17
,'10267',SNPPIT,initial csv import 2021-12-17
,'10268',FHOLO,initial csv import 2021-12-17
,'10269',SCHROED,initial csv import 2021-12-17
,'10270',formConv,initial csv import 2021-12-17
,'10271',GKW,initial csv import 2021-12-17
,'10273',scattnlay,initial csv import 2021-12-17
,'10274',HContinuumGautchi,initial csv import 2021-12-17
,'10275',FGH,initial csv import 2021-12-17
,'10276',COULFG,initial csv import 2021-12-17
,'10277',Flyspeck,initial csv import 2021-12-17
,'10278',MaLARea,initial csv import 2021-12-17
,'10279',Ivy,initial csv import 2021-12-17
,'10280',ELF,initial csv import 2021-12-17
,'10281',GNOME,initial csv import 2021-12-17
,'10282',FARM_2DRMP,initial csv import 2021-12-17
,'10283',2DRMP,initial csv import 2021-12-17
,'10284',GraphGen,initial csv import 2021-12-17
,'10285',HQRII1,initial csv import 2021-12-17
,'10286',GROWTHgr,initial csv import 2021-12-17
,'10287',GROWTH06,initial csv import 2021-12-17
,'10288',ScatterTomo,initial csv import 2021-12-17
,'10290',ITER-REF,initial csv import 2021-12-17
,'10291',Z,initial csv import 2021-12-17
,'10292',LOOP,initial csv import 2021-12-17
,'10293',MathWeb,initial csv import 2021-12-17
,'10294',SHIML,initial csv import 2021-12-17
,'10295',ACARRYPC,initial csv import 2021-12-17
,'10296',SPLIT,initial csv import 2021-12-17
,'10298',LEVI ,initial csv import 2021-12-17
,'10299',RADICAL,initial csv import 2021-12-17
,'10300',GEGIO,initial csv import 2021-12-17
,'10301',Ultde,initial csv import 2021-12-17
,'10302',EKHARA,initial csv import 2021-12-17
,'10303',FIRST,initial csv import 2021-12-17
,'10304',PLASMA,initial csv import 2021-12-17
,'10305',POLRANGE,initial csv import 2021-12-17
,'10306',NJFORMULA,initial csv import 2021-12-17
,'10307',NEWGRAPH,initial csv import 2021-12-17
,'10308',NJGRAF,initial csv import 2021-12-17
,'10309',NJSUMMATION,initial csv import 2021-12-17
,'10310',NJSUMPAR,initial csv import 2021-12-17
,'10311',CRModel,initial csv import 2021-12-17
,'10312',Ganga,initial csv import 2021-12-17
,'10313',ReachLab,initial csv import 2021-12-17
,'10314',d/dt,initial csv import 2021-12-17
,'10315',SAHA-Tool,initial csv import 2021-12-17
,'10316',LinAIG,initial csv import 2021-12-17
,'10317',SPost,initial csv import 2021-12-17
,'10318',STRUL,initial csv import 2021-12-17
,'10319',corr2el,initial csv import 2021-12-17
,'10320',LDCMC,initial csv import 2021-12-17
,'10321',DiaGen,initial csv import 2021-12-17
,'10322',RACAH ,initial csv import 2021-12-17
,'10323',STMC_U1MUCA,initial csv import 2021-12-17
,'10324',ARES,initial csv import 2021-12-17
,'10325',LQGENEP,initial csv import 2021-12-17
,'10326',libhepml,initial csv import 2021-12-17
,'10327',GaGaRes,initial csv import 2021-12-17
,'10328',NEXTCALIBUR,initial csv import 2021-12-17
,'10329',GengLib,initial csv import 2021-12-17
,'10330',ERWP,initial csv import 2021-12-17
,'10331',3dsch,initial csv import 2021-12-17
,'10332',UniForM,initial csv import 2021-12-17
,'10333',RevLib,initial csv import 2021-12-17
,'10334',JFLAP,initial csv import 2021-12-17
,'10335',FAdo,initial csv import 2021-12-17
,'10336',GUItar,initial csv import 2021-12-17
,'10337',PDCoq,initial csv import 2021-12-17
,'10338',FRANC2D,initial csv import 2021-12-17
,'10339',CATIA V5,initial csv import 2021-12-17
,'10340',NICE,initial csv import 2021-12-17
,'10341',VICONOPT,initial csv import 2021-12-17
,'10342',BhGLM,initial csv import 2021-12-17
,'10343',BaySeq,initial csv import 2021-12-17
,'10344',DEseq,initial csv import 2021-12-17
,'10345',EDAseq,initial csv import 2021-12-17
,'10346',RNAseq,initial csv import 2021-12-17
,'10347',GGMselect,initial csv import 2021-12-17
,'10348',RUVseq,initial csv import 2021-12-17
,'10349',Pythia,initial csv import 2021-12-17
,'10350',Herwig++,initial csv import 2021-12-17
,'10351',WignerEisenbud,initial csv import 2021-12-17
,'10352',clippda,initial csv import 2021-12-17
,'10353',SDSparsimony,initial csv import 2021-12-17
,'10354',Reduze,initial csv import 2021-12-17
,'10355',FIRE,initial csv import 2021-12-17
,'10356',SusHi,initial csv import 2021-12-17
,'10357',triangulation,initial csv import 2021-12-17
,'10358',RM-w2011,initial csv import 2021-12-17
,'10359',Geo3D,initial csv import 2021-12-17
,'10360',Active-HDL,initial csv import 2021-12-17
,'10361',PTC Creo,initial csv import 2021-12-17
,'10362',CON2D,initial csv import 2021-12-17
,'10363',TOSCA,initial csv import 2021-12-17
,'10364',PETSc-FEM,initial csv import 2021-12-17
,'10365',FE-gMG,initial csv import 2021-12-17
,'10366',BEM-Earth,initial csv import 2021-12-17
,'10367',BARC,initial csv import 2021-12-17
,'10368',MPM3D,initial csv import 2021-12-17
,'10369',ORB5,initial csv import 2021-12-17
,'10370',PORE-FLOW,initial csv import 2021-12-17
,'10371',Partial Differential Equation Toolbox,initial csv import 2021-12-17
,'10372',Z-mat,initial csv import 2021-12-17
,'10373',NaSt2D,initial csv import 2021-12-17
,'10374',NaSt3DGP,initial csv import 2021-12-17
,'10375',WorldToolKit,initial csv import 2021-12-17
,'10376',DEFORM3D,initial csv import 2021-12-17
,'10377',LAGAMINE,initial csv import 2021-12-17
,'10378',BL2D-V2,initial csv import 2021-12-17
,'10379',BLSURF,initial csv import 2021-12-17
,'10380',HEEDS,initial csv import 2021-12-17
,'10381',freeFEM3D,initial csv import 2021-12-17
,'10382',HMTRA-SALT,initial csv import 2021-12-17
,'10383',FDEM,initial csv import 2021-12-17
,'10384',MARC/AutoForge,initial csv import 2021-12-17
,'10385',SAMCEF,initial csv import 2021-12-17
,'10386',PROSPER ,initial csv import 2021-12-17
,'10387',QERRC,initial csv import 2021-12-17
,'10388',GUARDIAN,initial csv import 2021-12-17
,'10389',GAMS-NIMBUS,initial csv import 2021-12-17
,'10390',PAINT,initial csv import 2021-12-17
,'10391',SDPNAL,initial csv import 2021-12-17
,'10392',HR,initial csv import 2021-12-17
,'10393',DisCo,initial csv import 2021-12-17
,'10394',cmulNUM,initial csv import 2021-12-17
,'10395',cmulRS,initial csv import 2021-12-17
,'10396',cmulW,initial csv import 2021-12-17
,'10397',cmulWpar,initial csv import 2021-12-17
,'10398',CyclePainter2,initial csv import 2021-12-17
,'10399',extcurves,initial csv import 2021-12-17
,'10400',URDME,initial csv import 2021-12-17
,'10401',Wavos,initial csv import 2021-12-17
,'10402',PANDAS,initial csv import 2021-12-17
,'10403',kLog,initial csv import 2021-12-17
,'10404',FermiQCD,initial csv import 2021-12-17
,'10405',BWare,initial csv import 2021-12-17
,'10406',Monotonox,initial csv import 2021-12-17
,'10407',Octopus,initial csv import 2021-12-17
,'10408',SystemOnTPTP,initial csv import 2021-12-17
,'10409',tptp2X,initial csv import 2021-12-17
,'10410',MadDipole,initial csv import 2021-12-17
,'10411',GALPROP,initial csv import 2021-12-17
,'10412',FindRec,initial csv import 2021-12-17
,'10413',realrad.lib,initial csv import 2021-12-17
,'10414',PSLQ,initial csv import 2021-12-17
,'10415',HPL,initial csv import 2021-12-17
,'10416',sunem,initial csv import 2021-12-17
,'10417',QRAP,initial csv import 2021-12-17
,'10418',COEFANG1,initial csv import 2021-12-17
,'10419',assembleFermiMatrix,initial csv import 2021-12-17
,'10420',MBasymptotics,initial csv import 2021-12-17
,'10421',MBresolve,initial csv import 2021-12-17
,'10422',BENCH,initial csv import 2021-12-17
,'10423',SIMPAR,initial csv import 2021-12-17
,'10424',2D-WFMM,initial csv import 2021-12-17
,'10425',CMIE,initial csv import 2021-12-17
,'10426',SERK2,initial csv import 2021-12-17
,'10427',HFFEM,initial csv import 2021-12-17
,'10428',CYLWAVE,initial csv import 2021-12-17
,'10429',MUSIC,initial csv import 2021-12-17
,'10430',MUSUN,initial csv import 2021-12-17
,'10431',cindo.x,initial csv import 2021-12-17
,'10432',Ratip,initial csv import 2021-12-17
,'10433',NDL,initial csv import 2021-12-17
,'10434',Splash,initial csv import 2021-12-17
,'10435',NDSPMHD,initial csv import 2021-12-17
,'10436',MAGMA,initial csv import 2021-12-17
,'10437',NMRDPP,initial csv import 2021-12-17
,'10438',STOCKS,initial csv import 2021-12-17
,'10439',MEG,initial csv import 2021-12-17
,'10440',ppp_bulk.x,initial csv import 2021-12-17
,'10441',ELMFIRE,initial csv import 2021-12-17
,'10442',S@M,initial csv import 2021-12-17
,'10443',FILMPAR,initial csv import 2021-12-17
,'10444',FMM-Yukawa,initial csv import 2021-12-17
,'10445',ba5.2,initial csv import 2021-12-17
,'10446',BOUT++,initial csv import 2021-12-17
,'10447',MUPHY,initial csv import 2021-12-17
,'10448',JaxoDraw,initial csv import 2021-12-17
,'10449',D0C,initial csv import 2021-12-17
,'10450',BlackHat,initial csv import 2021-12-17
,'10451',GenMin,initial csv import 2021-12-17
,'10452',CGSU4,initial csv import 2021-12-17
,'10453',Scheme2Clebsch,initial csv import 2021-12-17
,'10454',BETHE,initial csv import 2021-12-17
,'10455',vlasov,initial csv import 2021-12-17
,'10456',MatrixExp,initial csv import 2021-12-17
,'10457',BOUNDS_OPT,initial csv import 2021-12-17
,'10458',limma,initial csv import 2021-12-17
,'10459',SIMAGE,initial csv import 2021-12-17
,'10460',affydata,initial csv import 2021-12-17
,'10461',MADE4,initial csv import 2021-12-17
,'10462',affypdnn,initial csv import 2021-12-17
,'10463',affycomp,initial csv import 2021-12-17
,'10464',affyPLM,initial csv import 2021-12-17
,'10465',hopach,initial csv import 2021-12-17
,'10466',JavaStat,initial csv import 2021-12-17
,'10467',Rserve,initial csv import 2021-12-17
,'10468',HEGESMA,initial csv import 2021-12-17
,'10469',MOPSO-II,initial csv import 2021-12-17
,'10470',OOPS,initial csv import 2021-12-17
,'10471',CodeQuest,initial csv import 2021-12-17
,'10472',IntensiVE,initial csv import 2021-12-17
,'10473',Checkstyle,initial csv import 2021-12-17
,'10474',SUPERCOP,initial csv import 2021-12-17
,'10475',SimCo,initial csv import 2021-12-17
,'10476',ClabureDB,initial csv import 2021-12-17
,'10477',ILUPACK,initial csv import 2021-12-17
,'10478',Analytica,initial csv import 2021-12-17
,'10479',MinEX,initial csv import 2021-12-17
,'10480',AMDiS,initial csv import 2021-12-17
,'10481',MultiNest,initial csv import 2021-12-17
,'10482',PyMC,initial csv import 2021-12-17
,'10483',MortalitySmooth,initial csv import 2021-12-17
,'10484',metaLik,initial csv import 2021-12-17
,'10485',multcomp,initial csv import 2021-12-17
,'10486',AdaptFit,initial csv import 2021-12-17
,'10487',BARS,initial csv import 2021-12-17
,'10488',meboot,initial csv import 2021-12-17
,'10489',evir,initial csv import 2021-12-17
,'10490',semPLS,initial csv import 2021-12-17
,'10491',SmartPLS,initial csv import 2021-12-17
,'10492',plspm,initial csv import 2021-12-17
,'10494',JM,initial csv import 2021-12-17
,'10495',DPpackage,initial csv import 2021-12-17
,'10496',spa,initial csv import 2021-12-17
,'10497',GSM,initial csv import 2021-12-17
,'10498',DEAFrontier,initial csv import 2021-12-17
,'10499',ZDC,initial csv import 2021-12-17
,'10500',INDUS,initial csv import 2021-12-17
,'10501',PerlGP,initial csv import 2021-12-17
,'10502',FEtk,initial csv import 2021-12-17
,'10503',NQ,initial csv import 2021-12-17
,'10504',ViennaRNA,initial csv import 2021-12-17
,'10505',RNAfold,initial csv import 2021-12-17
,'10506',RNAsubopt,initial csv import 2021-12-17
,'10507',TraMineR,initial csv import 2021-12-17
,'10508',TAHMMAnnot,initial csv import 2021-12-17
,'10509',CHROMTREE,initial csv import 2021-12-17
,'10510',ISwR,initial csv import 2021-12-17
,'10511',PedPeel,initial csv import 2021-12-17
,'10513',Xfig,initial csv import 2021-12-17
,'10514',HMMER,initial csv import 2021-12-17
,'10515',SNPmaxsel,initial csv import 2021-12-17
,'10516',control.cpkg,initial csv import 2021-12-17
,'10517',Grappa,initial csv import 2021-12-17
,'10518',dotty,initial csv import 2021-12-17
,'10519',SPatt,initial csv import 2021-12-17
,'10520',CPA,initial csv import 2021-12-17
,'10521',ML-flex,initial csv import 2021-12-17
,'10522',MBSSIM,initial csv import 2021-12-17
,'10523',AUTOBOX,initial csv import 2021-12-17
,'10524',BMDP,initial csv import 2021-12-17
,'10525',ifs,initial csv import 2021-12-17
,'10526',SequentialMA,initial csv import 2021-12-17
,'10527',Gaphyl,initial csv import 2021-12-17
,'10528',ABINIT-MP,initial csv import 2021-12-17
,'10529',PBAT,initial csv import 2021-12-17
,'10530',BAS,initial csv import 2021-12-17
,'10531',RELAX4,initial csv import 2021-12-17
,'10532',Biq Mac,initial csv import 2021-12-17
,'10533',GCG,initial csv import 2021-12-17
,'10534',SparseM,initial csv import 2021-12-17
,'10535',Ziggurat,initial csv import 2021-12-17
,'10536',BACCO,initial csv import 2021-12-17
,'10537',MNP,initial csv import 2021-12-17
,'10538',MatchIt,initial csv import 2021-12-17
,'10539',SamplerCompare,initial csv import 2021-12-17
,'10540',normalp,initial csv import 2021-12-17
,'10541',SpatialNP,initial csv import 2021-12-17
,'10542',MATS,initial csv import 2021-12-17
,'10543',np,initial csv import 2021-12-17
,'10544',Glmulti,initial csv import 2021-12-17
,'10545',Beanplot,initial csv import 2021-12-17
,'10546',MIXNO,initial csv import 2021-12-17
,'10547',strucplot,initial csv import 2021-12-17
,'10548',gldex,initial csv import 2021-12-17
,'10549',ofw,initial csv import 2021-12-17
,'10550',latentnet,initial csv import 2021-12-17
,'10551',mi,initial csv import 2021-12-17
,'10552',Scythe,initial csv import 2021-12-17
,'10553',LIBRA,initial csv import 2021-12-17
,'10554',MyiLibrary,initial csv import 2021-12-17
,'10555',QUESO,initial csv import 2021-12-17
,'10556',COVAIN,initial csv import 2021-12-17
,'10557',SDE Toolbox,initial csv import 2021-12-17
,'10558',Sbmltoolbox,initial csv import 2021-12-17
,'10559',PathSim,initial csv import 2021-12-17
,'10560',TTool,initial csv import 2021-12-17
,'10561',TURTLE-P,initial csv import 2021-12-17
,'10562',WinMine,initial csv import 2021-12-17
,'10563',Bow,initial csv import 2021-12-17
,'10564',Dixit,initial csv import 2021-12-17
,'10565',YASMET,initial csv import 2021-12-17
,'10566',SIMGRID,initial csv import 2021-12-17
,'10567',Triana,initial csv import 2021-12-17
,'10568',NetLogger,initial csv import 2021-12-17
,'10569',BlobSeer,initial csv import 2021-12-17
,'10570',GroupKit,initial csv import 2021-12-17
,'10571',OOPS ,initial csv import 2021-12-17
,'10572',XMLTK,initial csv import 2021-12-17
,'10573',PGWFT,initial csv import 2021-12-17
,'10574',DistEdit,initial csv import 2021-12-17
,'10575',DreamTeam,initial csv import 2021-12-17
,'10576',GATE ,initial csv import 2021-12-17
,'10577',GASCOIGNE,initial csv import 2021-12-17
,'10578',JOpera,initial csv import 2021-12-17
,'10579',bioperl,initial csv import 2021-12-17
,'10580',MAMA,initial csv import 2021-12-17
,'10581',SCOOP ,initial csv import 2021-12-17
,'10582',iNVT,initial csv import 2021-12-17
,'10583',dstoll,initial csv import 2021-12-17
,'10584',SWORD,initial csv import 2021-12-17
,'10585',LTSA-WS,initial csv import 2021-12-17
,'10586',NITE,initial csv import 2021-12-17
,'10587',DiamondSpin,initial csv import 2021-12-17
,'10588',RooFit,initial csv import 2021-12-17
,'10589',DiPerF,initial csv import 2021-12-17
,'10590',Mesquite ,initial csv import 2021-12-17
,'10591',RepastJ,initial csv import 2021-12-17
,'10592',GROWL,initial csv import 2021-12-17
,'10593',VTK,initial csv import 2021-12-17
,'10594',FIREMAN,initial csv import 2021-12-17
,'10595',Firmato,initial csv import 2021-12-17
,'10596',optalgtoolkit,initial csv import 2021-12-17
,'10597',TAO,initial csv import 2021-12-17
,'10598',HuGS,initial csv import 2021-12-17
,'10599',Sundance,initial csv import 2021-12-17
,'10600',GADGET,initial csv import 2021-12-17
,'10601',Lemur,initial csv import 2021-12-17
,'10602',MALLET,initial csv import 2021-12-17
,'10603',zoo,initial csv import 2021-12-17
,'10604',ZOO,initial csv import 2021-12-17
